ep 	k               	err         
182	7.824053736153  	0.000566504341
183	7.824053736153  	0.000565098461
184	7.824053736153  	0.000563811295
185	7.902294273515  	0.000562643020
186	7.902294273515  	0.000561584035
187	7.902294273515  	0.000560647042
188	7.902294273515  	0.000559832568
189	7.981317216250  	0.000559141254
190	7.981317216250  	0.000558568816
191	7.981317216250  	0.000558123687
192	7.981317216250  	0.000557806885
193	8.061130388412  	0.000557619553
194	8.061130388412  	0.000557563060
195	8.061130388412  	0.000557641364
196	8.061130388412  	0.000557856032
197	8.141741692296  	0.000558208769
198	8.141741692296  	0.000558707057
199	8.141741692296  	0.000559350113
200	8.141741692296  	0.000560140136
201	8.223159109219  	0.000561079486
202	8.223159109219  	0.000562182358
203	8.223159109219  	0.000563442894
204	8.223159109219  	0.000564864044
205	8.305390700312  	0.000566448948
206	8.305390700312  	0.000568219286
207	8.305390700312  	0.000570163708
208	8.305390700312  	0.000572286077
209	8.388444607315  	0.000574590487
210	8.388444607315  	0.000577107075
211	8.388444607315  	0.000579818491
212	8.388444607315  	0.000582729727
213	8.472329053388  	0.000585846060
214	8.472329053388  	0.000589207311
215	8.472329053388  	0.000592789512
216	8.472329053388  	0.000596599065
217	8.557052343922  	0.000600642731
218	8.557052343922  	0.000604971567
219	8.557052343922  	0.000609554227
220	8.557052343922  	0.000614398897
221	8.642622867361  	0.000619514212
222	8.642622867361  	0.000624964425
223	8.642622867361  	0.000630709885
224	8.642622867361  	0.000636761043
225	8.729049096035  	0.000643128924
226	8.729049096035  	0.000649893446
227	8.729049096035  	0.000657005519
228	8.729049096035  	0.000664478485
229	8.816339586995  	0.000672326422
230	8.816339586995  	0.000680648044
231	8.816339586995  	0.000689383409
232	8.816339586995  	0.000698549555
233	8.904502982865  	0.000708164466
234	8.904502982865  	0.000718349604
235	8.904502982865  	0.000729032406
236	8.904502982865  	0.000740234626
237	8.993548012694  	0.000751979212
238	8.993548012694  	0.000764415360
239	8.993548012694  	0.000777455624
240	8.993548012694  	0.000791127714
241	9.083483492820  	0.000805460828
242	9.083483492820  	0.000820638105
243	9.083483492820  	0.000836554249
244	9.083483492820  	0.000853244349
245	9.174318327749  	0.000870745302
246	9.174318327749  	0.000889281779
247	9.174318327749  	0.000908726602
248	9.174318327749  	0.000929123678
249	9.266061511026  	0.000950518975
250	9.266061511026  	0.000973187660
251	9.266061511026  	0.000996974937
252	9.266061511026  	0.001021934534
253	9.358722126136  	0.001048122241
254	9.358722126136  	0.001075873563
255	9.358722126136  	0.001104997584
256	9.358722126136  	0.001135557397
257	9.452309347398  	0.001167617550
258	9.452309347398  	0.001201583212
259	9.452309347398  	0.001237214220
260	9.452309347398  	0.001274579144
261	9.546832440872  	0.001313746110
262	9.546832440872  	0.001355195653
263	9.546832440872  	0.001398617729
264	9.546832440872  	0.001444075612
265	9.642300765280  	0.001491627867
266	9.642300765280  	0.001541826788
267	9.642300765280  	0.001594260533
268	9.642300765280  	0.001648964465
269	9.738723772933  	0.001705961393
270	9.738723772933  	0.001765854165
271	9.738723772933  	0.001828083226
272	9.738723772933  	0.001892617272
273	9.836111010663  	0.001959400931
274	9.836111010663  	0.002029041804
275	9.836111010663  	0.002100778336
276	9.836111010663  	0.002174462739
277	9.934472120769  	0.002249913063
278	9.934472120769  	0.002327680782
279	9.934472120769  	0.002406772720
280	9.934472120769  	0.002486900290
281	10.033816841977 	0.002567748245
282	10.033816841977 	0.002649788575
283	10.033816841977 	0.002731863194
284	10.033816841977 	0.002813602243
285	10.134155010397 	0.002894624535
286	10.134155010397 	0.002975317336
287	10.134155010397 	0.003054402308
288	10.134155010397 	0.003131321935
289	10.235496560501 	0.003205380276
290	10.235496560501 	0.003276391933
291	10.235496560501 	0.003342523365
292	10.235496560501 	0.003402587819
293	10.337851526106 	0.003455435491
294	10.337851526106 	0.003500576087
295	10.337851526106 	0.003536996964
296	10.337851526106 	0.003564925774
297	10.441230041367 	0.003585318698
298	10.441230041367 	0.003599906438
299	10.441230041367 	0.003610561908
300	10.441230041367 	0.003619602765
301	10.545642341780 	0.003629279825
302	10.545642341780 	0.003641707394
303	10.545642341780 	0.003658401833
304	10.545642341780 	0.003680485372
305	10.651098765198 	0.003708601726
306	10.651098765198 	0.003743335905
307	10.651098765198 	0.003784289503
308	10.651098765198 	0.003831018913
309	10.757609752850 	0.003882867689
310	10.757609752850 	0.003939612543
311	10.757609752850 	0.003999861555
312	10.757609752850 	0.004062681135
313	10.865185850379 	0.004127150027
314	10.865185850379 	0.004193037509
315	10.865185850379 	0.004258877865
316	10.865185850379 	0.004323919648
317	10.973837708882 	0.004387502633
318	10.973837708882 	0.004449657504
319	10.973837708882 	0.004509256198
320	10.973837708882 	0.004565896567
321	11.083576085971 	0.004619256993
322	11.083576085971 	0.004669563414
323	11.083576085971 	0.004716077100
324	11.083576085971 	0.004758660109
325	11.194411846831 	0.004797220196
326	11.194411846831 	0.004832023997
327	11.194411846831 	0.004862637654
328	11.194411846831 	0.004889045746
329	11.306355965299 	0.004911236912
330	11.306355965299 	0.004929351280
331	11.306355965299 	0.004943017225
332	11.306355965299 	0.004952060713
333	11.419419524952 	0.004956623418
334	11.419419524952 	0.004954901398
335	11.419419524952 	0.004937999393
336	11.419419524952 	0.004889777391
337	11.533613720202 	0.004797432793
338	11.533613720202 	0.004663762644
339	11.533613720202 	0.004513261710
340	11.533613720202 	0.004376556431
341	11.648949857404 	0.004276909108
342	11.648949857404 	0.004224311133
343	11.648949857404 	0.004219189203
344	11.648949857404 	0.004253913748
345	11.765439355978 	0.004317939339
346	11.765439355978 	0.004401208259
347	11.765439355978 	0.004493070320
348	11.765439355978 	0.004585299518
349	11.883093749538 	0.004671867135
350	11.883093749538 	0.004749571304
351	11.883093749538 	0.004815358776
352	11.883093749538 	0.004868526192
353	12.001924687033 	0.004909386148
354	12.001924687033 	0.004939126605
355	12.001924687033 	0.004958592555
356	12.001924687033 	0.004969208158
357	12.121943933903 	0.004972309530
358	12.121943933903 	0.004962898081
359	12.121943933903 	0.004969008436
360	12.121943933903 	0.004971274834
361	12.243163373242 	0.004971527069
362	12.243163373242 	0.004969459479
363	12.243163373242 	0.004959237774
364	12.243163373242 	0.004930103125
365	12.365595006975 	0.004873717862
366	12.365595006975 	0.004792503481
367	12.365595006975 	0.004703096823
368	12.365595006975 	0.004625817168
369	12.489250957045 	0.004575563888
370	12.489250957045 	0.004557967366
371	12.489250957045 	0.004571329510
372	12.489250957045 	0.004608511581
373	12.614143466615 	0.004660732137
374	12.614143466615 	0.004720254103
375	12.614143466615 	0.004779646416
376	12.614143466615 	0.004833948486
377	12.740284901281 	0.004880126724
378	12.740284901281 	0.004917055964
379	12.740284901281 	0.004943965263
380	12.740284901281 	0.004961400360
381	12.867687750294 	0.004970381292
382	12.867687750294 	0.004972141192
383	12.867687750294 	0.004970613591
384	12.867687750294 	0.004972168691
385	12.996364627797 	0.004970906310
386	12.996364627797 	0.004972200968
387	12.996364627797 	0.004971428757
388	12.996364627797 	0.004972258147
389	13.126328274075 	0.004971505185
390	13.126328274075 	0.004972088258
391	13.126328274075 	0.004970717692
392	13.126328274075 	0.004971919317
393	13.257591556816 	0.003898315895
394	13.257591556816 	0.003933914724
395	13.257591556816 	0.003953822461
396	13.257591556816 	0.003942789214
397	13.390167472384 	0.003881666943
398	13.390167472384 	0.003760543893
399	13.390167472384 	0.003650449767
400	13.390167472384 	0.003772817359
401	13.524069147108 	0.004020184267
402	13.524069147108 	0.004167643222
403	13.524069147108 	0.004252906096
404	13.524069147108 	0.004311452287
405	13.659309838579 	0.004359647359
406	13.659309838579 	0.004405402377
407	13.659309838579 	0.004451427039
408	13.659309838579 	0.004498889261
409	13.795902936965 	0.004548072738
410	13.795902936965 	0.004599652174
411	13.795902936965 	0.004653769240
412	13.795902936965 	0.004712330902
413	13.933861966334 	0.004781011372
414	13.933861966334 	0.004884467651
415	13.933861966334 	0.004846659049
416	13.933861966334 	0.004779569596
417	14.073200585997 	0.004699224351
418	14.073200585997 	0.004623067153
419	14.073200585997 	0.004567528098
420	14.073200585997 	0.004541217478
421	14.213932591857 	0.004545421379
422	14.213932591857 	0.004576456722
423	14.213932591857 	0.004627146440
424	14.213932591857 	0.004689226904
425	14.356071917776 	0.004754898570
426	14.356071917776 	0.004818241046
427	14.356071917776 	0.004873605428
428	14.356071917776 	0.004917707891
429	14.499632636954 	0.004948826857
430	14.499632636954 	0.004966751348
431	14.499632636954 	0.004972304528
432	14.499632636954 	0.004971191376
433	14.644628963323 	0.004972279462
434	14.644628963323 	0.004969670822
435	14.644628963323 	0.004972151074
436	14.644628963323 	0.004951860661
437	14.791075252957 	0.004971671361
438	14.791075252957 	0.004932844214
439	14.791075252957 	0.004967894153
440	14.791075252957 	0.004341518715
441	14.938986005486 	0.004693047713
442	14.938986005486 	0.004968404837
443	14.938986005486 	0.004971773420
444	14.938986005486 	0.004969685778
445	15.088375865541 	0.004971974479
446	15.088375865541 	0.004969277552
447	15.088375865541 	0.004971866026
448	15.088375865541 	0.004968549743
449	15.239259624196 	0.004971917471
450	15.239259624196 	0.004969025378
451	15.239259624196 	0.004972005196
452	15.239259624196 	0.004969778396
453	15.391652220438 	0.004972105691
454	15.391652220438 	0.004970614848
455	15.391652220438 	0.004972086008
456	15.391652220438 	0.004969768217
457	15.545568742643 	0.004971941686
458	15.545568742643 	0.004969000699
459	15.545568742643 	0.004972015482
460	15.545568742643 	0.004969571838
461	15.701024430069 	0.004972060947
462	15.701024430069 	0.004969895416
463	15.701024430069 	0.004972096322
464	15.701024430069 	0.004970205705
465	15.858034674370 	0.004972123073
466	15.858034674370 	0.004970383885
467	15.858034674370 	0.004972136480
468	15.858034674370 	0.004970404316
469	16.016615021114 	0.004972053397
470	16.016615021114 	0.004966185558
471	16.016615021114 	0.004907266464
472	16.016615021114 	0.004962410028
473	16.176781171325 	0.004967382666
474	16.176781171325 	0.004969794924
475	16.176781171325 	0.004972132901
476	16.176781171325 	0.004970126548
477	16.338548983038 	0.004972160702
478	16.338548983038 	0.004970415528
479	16.338548983038 	0.004972196189
480	16.338548983038 	0.004970946377
481	16.501934472868 	0.004972167522
482	16.501934472868 	0.004969295262
483	16.501934472868 	0.004971715589
484	16.501934472868 	0.004963185080
485	16.666953817597 	0.004968724276
486	16.666953817597 	0.004969917806
487	16.666953817597 	0.004963972892
488	16.666953817597 	0.004972247708
489	16.833623355773 	0.004969608509
490	16.833623355773 	0.004971959392
491	16.833623355773 	0.004965554658
492	16.833623355773 	0.004972207598
493	17.001959589331 	0.004968849411
494	17.001959589331 	0.004972072455
495	17.001959589331 	0.004964750646
496	17.001959589331 	0.004970434503
497	17.171979185224 	0.004949343981
498	17.171979185224 	0.004969308177
499	17.171979185224 	0.004970975152
500	17.171979185224 	0.004969630688
1  	3.000000000000  	0.001436989114
2  	3.000000000000  	0.001483270900
3  	3.000000000000  	0.001531496466
4  	3.000000000000  	0.001581761864
5  	3.030000000000  	0.001634167737
6  	3.030000000000  	0.001689368541
7  	3.030000000000  	0.001746972897
8  	3.030000000000  	0.001807099229
9  	3.060300000000  	0.001869870994
10 	3.060300000000  	0.001936075124
11 	3.060300000000  	0.002005245245
12 	3.060300000000  	0.002077523736
13 	3.090903000000  	0.002153057767
14 	3.090903000000  	0.002232791722
15 	3.090903000000  	0.002316160479
16 	3.090903000000  	0.002403328318
17 	3.121812030000  	0.002494462757
18 	3.121812030000  	0.002590689829
19 	3.121812030000  	0.002691311892
20 	3.121812030000  	0.002796506721
21 	3.153030150300  	0.002906451906
22 	3.153030150300  	0.003022474954
23 	3.153030150300  	0.003143700327
24 	3.153030150300  	0.003270302965
25 	3.184560451803  	0.003402452616
26 	3.184560451803  	0.003541691767
27 	3.184560451803  	0.003686913718
28 	3.184560451803  	0.003838270192
29 	3.216406056321  	0.003995903660
30 	3.216406056321  	0.004161584202
31 	3.216406056321  	0.004333927709
32 	3.216406056321  	0.004513053300
33 	3.248570116884  	0.004699073526
34 	3.248570116884  	0.004894017033
35 	3.248570116884  	0.005096211680
36 	3.248570116884  	0.005305774133
37 	3.281055818053  	0.005522832974
38 	3.281055818053  	0.005749762842
39 	3.281055818053  	0.005984671836
40 	3.281055818053  	0.006227795916
41 	3.313866376234  	0.006479443027
42 	3.313866376234  	0.006742589086
43 	3.313866376234  	0.007015419812
44 	3.313866376234  	0.007298758263
45 	3.347005039996  	0.007593807855
46 	3.347005039996  	0.007905398006
47 	3.347005039996  	0.008233820569
48 	3.347005039996  	0.008584453895
49 	3.380475090396  	0.008968132007
50 	3.380475090396  	0.009416463216
51 	3.380475090396  	0.010047922737
52 	3.380475090396  	0.010506557192
53 	3.414279841300  	0.010582467403
54 	3.414279841300  	0.010587167167
55 	3.414279841300  	0.010526003282
56 	3.414279841300  	0.010405755849
57 	3.448422639713  	0.010233879255
58 	3.448422639713  	0.010016038418
59 	3.448422639713  	0.009762315724
60 	3.448422639713  	0.009481191754
61 	3.482906866110  	0.009180665707
62 	3.482906866110  	0.008864736651
63 	3.482906866110  	0.008542832394
64 	3.482906866110  	0.008220325829
65 	3.517735934771  	0.007901521094
66 	3.517735934771  	0.007586593392
67 	3.517735934771  	0.007281332618
68 	3.517735934771  	0.006987478652
69 	3.552913294119  	0.006706142532
70 	3.552913294119  	0.006435267934
71 	3.552913294119  	0.006178029172
72 	3.552913294119  	0.005934363966
73 	3.588442427060  	0.005703995062
74 	3.588442427060  	0.005484342329
75 	3.588442427060  	0.005277282231
76 	3.588442427060  	0.005082211138
77 	3.624326851331  	0.004898493780
78 	3.624326851331  	0.004723776569
79 	3.624326851331  	0.004559329764
80 	3.624326851331  	0.004404512483
81 	3.660570119844  	0.004258709042
82 	3.660570119844  	0.004119978540
83 	3.660570119844  	0.003989278577
84 	3.660570119844  	0.003866073554
85 	3.697175821042  	0.003749862711
86 	3.697175821042  	0.003639098229
87 	3.697175821042  	0.003534547794
88 	3.697175821042  	0.003435796676
89 	3.734147579253  	0.003342460746
90 	3.734147579253  	0.003253314848
91 	3.734147579253  	0.003168993334
92 	3.734147579253  	0.003089183159
93 	3.771489055045  	0.003013595114
94 	3.771489055045  	0.002941256611
95 	3.771489055045  	0.002872699315
96 	3.771489055045  	0.002807688144
97 	3.809203945596  	0.002746005839
98 	3.809203945596  	0.002686875223
99 	3.809203945596  	0.002630744816
100	3.809203945596  	0.002577437432
101	3.847295985052  	0.002526789048
102	3.847295985052  	0.002478174256
103	3.847295985052  	0.002431972430
104	3.847295985052  	0.002388049040
105	3.885768944902  	0.002346279294
106	3.885768944902  	0.002306156946
107	3.885768944902  	0.002268002953
108	3.885768944902  	0.002231714326
109	3.924626634351  	0.002197195341
110	3.924626634351  	0.002164034694
111	3.924626634351  	0.002132503412
112	3.924626634351  	0.002102522064
113	3.963872900695  	0.002074016708
114	3.963872900695  	0.002046652981
115	3.963872900695  	0.002020658800
116	3.963872900695  	0.001995972601
117	4.003511629702  	0.001972537034
118	4.003511629702  	0.001950081291
119	4.003511629702  	0.001928795717
120	4.003511629702  	0.001908632590
121	4.043546745999  	0.001889547516
122	4.043546745999  	0.001871323370
123	4.043546745999  	0.001854117461
124	4.043546745999  	0.001837893182
125	4.083982213459  	0.001822616670
126	4.083982213459  	0.001808117444
127	4.083982213459  	0.001794523615
128	4.083982213459  	0.001781808106
129	4.124822035593  	0.001769946305
130	4.124822035593  	0.001758809946
131	4.124822035593  	0.001748501524
132	4.124822035593  	0.001739003287
133	4.166070255949  	0.001730300154
134	4.166070255949  	0.001722304836
135	4.166070255949  	0.001715098588
136	4.166070255949  	0.001708675492
137	4.207730958509  	0.001703033704
138	4.207730958509  	0.001698131980
139	4.207730958509  	0.001694039470
140	4.207730958509  	0.001690773532
141	4.249808268094  	0.001688362586
142	4.249808268094  	0.001686841424
143	4.249808268094  	0.001686314950
144	4.249808268094  	0.001686676671
145	4.292306350775  	0.001686350818
146	4.292306350775  	0.001689932213
147	4.292306350775  	0.001686653036
148	4.292306350775  	0.001690098368
149	4.335229414282  	0.001686738583
150	4.335229414282  	0.001689235997
151	4.335229414282  	0.001686505253
152	4.335229414282  	0.001691079875
153	4.378581708425  	0.001686994856
154	4.378581708425  	0.001688947887
155	4.378581708425  	0.001686451713
156	4.378581708425  	0.001691738328
157	4.422367525510  	0.001687171073
158	4.422367525510  	0.001688875039
159	4.422367525510  	0.001686435752
160	4.422367525510  	0.001692079839
161	4.466591200765  	0.001687251363
162	4.466591200765  	0.001688979783
163	4.466591200765  	0.001686445214
164	4.466591200765  	0.001692086097
165	4.511257112772  	0.001687237010
166	4.511257112772  	0.001689260485
167	4.511257112772  	0.001686479014
168	4.511257112772  	0.001691817825
169	4.556369683900  	0.001687163962
170	4.556369683900  	0.001689725853
171	4.556369683900  	0.001686536025
172	4.556369683900  	0.001691294798
173	4.601933380739  	0.001687068661
174	4.601933380739  	0.001690486579
175	4.601933380739  	0.001686614253
176	4.601933380739  	0.001690330502
177	4.647952714546  	0.001686945609
178	4.647952714546  	0.001692036015
179	4.647952714546  	0.001686714638
